#From;To;Type;Through;Data;Comment
#
# American Straits
#
1326;1589;impassable;0;0;scary mountain
1326;1592;impassable;0;0;scary mountain
1328;1589;impassable;0;0;scary mountain
1329;1589;impassable;0;0;scary mountain
1329;1590;impassable;0;0;scary mountain
1329;1590;impassable;0;0;scary mountain
1329;1593;impassable;0;0;scary mountain
1258;1593;impassable;0;0;scary mountain
1260;1593;impassable;0;0;scary mountain
1259;1593;impassable;0;0;scary mountain
1238;1592;impassable;0;0;scary mountain
1244;1592;impassable;0;0;scary mountain
1235;1592;impassable;0;0;scary mountain
1226;1592;impassable;0;0;scary mountain
1327;1592;impassable;0;0;scary mountain
1328;1592;impassable;0;0;scary mountain
1225;1594;impassable;0;0;scary mountain
1226;1594;impassable;0;0;scary mountain


#
# The canals  
#
2711;2721;canal;369;1;Kiel Canal
2781;2769;canal;1755;2;Suez Canal
2968;3001;canal;1723;3;Panama Canal

#
# Modstraits
#
2125;2126;sea;2908;2907;Modstrait1
2576;1385;sea;2814;0;Modstrait2 
2576;1394;sea;2816;0;Modstrait3
1411;1409;sea;2803;0;Modstrait4
1405;1320;sea;2802;2799;Modstrait5
1414;2244;sea;2806;0;Modstrait6
2124;2121;sea;2902;0;Modstrait7
2123;2063;sea;2902;0;Modstrait8
1954;1955;sea;2918;0;Modstrait9
1955;1957;sea;2918;0;Modstrait10
2237;2238;sea;2975;0;Modstrait11
2238;2233;sea;2975;0;Modstrait12
2233;2409;sea;2975;0;Modstrait13
2409;2229;sea;2975;0;Modstrait14
2409;2231;sea;2975;0;Modstrait15
2231;2228;sea;2976;0;Modstrait16
2228;2232;sea;2976;0;Modstrait17
2232;2230;sea;2976;0;Modstrait18
2230;2225;sea;2976;0;Modstrait19
2225;2224;sea;2976;0;Modstrait20
2225;2227;sea;2976;0;Modstrait21
2227;2236;sea;2976;0;Modstrait22
2236;2226;sea;2976;0;Modstrait23
2226;2223;sea;2976;0;Modstrait24
2226;2222;sea;2976;0;Modstrait25
2223;2222;sea;2976;0;Modstrait26
2218;2217;sea;2971;0;Modstrait27
2220;2219;sea;2977;2978;Modstrait28
77;74;sea;2944;0;Modstrait29
1177;1872;sea;2899;0;Modstrait30
2128;1325;sea;3072;3068;Modstrait31
2479;2482;sea;2867;0;Modstrait32
2135;2136;sea;2924;0;Modstrait33
2136;1773;sea;2924;0;Modstrait34
332;331;sea;2708;0;Modstrait35
1412;1875;sea;2783;0;Modstrait36
279;304;sea;2737;0;Modstrait37
254;304;sea;2737;0;Modstrait38
