SHA_reactionary;Conservatives;Conservateurs;Konservative;;Conservadores;;;;;;;;;x;;;;
SHA_anarcho_liberal;Republicans;Républicains;Republikaner;;Republicanos;;;;;;;;;x;;;;
SHA_socialist;Socialists;Socialistes;Sozialisten;;Socialistas;;;;;;;;;x;;;;
SHA_communist;Communist Party of China;Parti communiste chinois;Kommunistische Partei Chinas;;Partido Comunista de China;;;;;;;;;x;;;;
SHA_fascist;Fascists;Fascistes;Faschisten;;Fascistas;;;;;;;;;x;;;;
QNG_conservative;Imperial Faction;Faction impériale;Kaiserliche Fraktion;;Facción imperial;;;;;;;;;x;;;;
QNG_liberal;Reformers;Réformateurs;Reformer;;Reformistas;;;;;;;;;x;;;;
QNG_reactionary;Conservatives;Conservateurs;Konservative;;Conservadores;;;;;;;;;x;;;;
QNG_anarcho_liberal;Republicans;Républicains;Republikaner;;Republicanos;;;;;;;;;x;;;;
QNG_socialist;Socialists;Socialistes;Sozialisten;;Socialistas;;;;;;;;;x;;;;
QNG_communist;Communist Party of China;Parti communiste chinois;Kommunistische Partei Chinas;;Partido Comunista de China;;;;;;;;;x;;;;
QNG_fascist;Fascists;Fascistes;Faschisten;;Fascistas;;;;;;;;;x;;;;
BEI_conservative;Imperial Faction;Faction impériale;Kaiserliche Fraktion;;Facción imperial;;;;;;;;;x;;;;
BEI_liberal;Reformers;Réformateurs;Reformer;;Reformistas;;;;;;;;;x;;;;
BEI_reactionary;Conservatives;Conservateurs;Konservative;;Conservadores;;;;;;;;;x;;;;
BEI_anarcho_liberal;Republicans;Républicains;Republikaner;;Republicanos;;;;;;;;;x;;;;
BEI_socialist;Socialists;Socialistes;Sozialisten;;Socialistas;;;;;;;;;x;;;;
BEI_communist;Communist Party of China;Parti communiste chinois;Kommunistische Partei Chinas;;Partido Comunista de China;;;;;;;;;x;;;;
BEI_fascist;Fascists;Fascistes;Faschisten;;Fascistas;;;;;;;;;x;;;;
NAN_conservative;Imperial Faction;Faction impériale;Kaiserliche Fraktion;;Facción imperial;;;;;;;;;x;;;;
NAN_liberal;Reformers;Réformateurs;Reformer;;Reformistas;;;;;;;;;x;;;;
NAN_reactionary;Conservatives;Conservateurs;Konservative;;Conservadores;;;;;;;;;x;;;;
NAN_anarcho_liberal;Republicans;Républicains;Republikaner;;Republicanos;;;;;;;;;x;;;;
NAN_socialist;Socialists;Socialistes;Sozialisten;;Socialistas;;;;;;;;;x;;;;
NAN_communist;Communist Party of China;Parti communiste chinois;Kommunistische Partei Chinas;;Partido Comunista de China;;;;;;;;;x;;;;
NAN_fascist;Fascists;Fascistes;Faschisten;;Fascistas;;;;;;;;;x;;;;
save_the_nation0.5;Revanchism;;;;;;;;;;;;;
save_the_nation1;Revanchism;;;;;;;;;;;;;
save_the_nation1.5;Revanchism;;;;;;;;;;;;;
save_the_nation2;Revanchism;;;;;;;;;;;;;
save_the_nation2.5;Revanchism;;;;;;;;;;;;;
save_the_nation3;Revanchism;;;;;;;;;;;;;
save_the_nation3.5;Revanchism;;;;;;;;;;;;;
save_the_nation4;Revanchism;;;;;;;;;;;;;
save_the_nation4.5;Revanchism;;;;;;;;;;;;;
save_the_nation5;Revanchism;;;;;;;;;;;;;
nerf_america_war;We are at war and so the tired, poor and huddled masses don't longer put their hopes in us.;;;;;;;;;;;;;
